,laptop_id,company,product,type_name,inches,screen_resolution,screen_resolution_width,screen_resolution_height,cpu,ram,memory_disk,memory_ssd,gpu,op_sys,weight,price
187,191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,No OS,2.4,779.0
188,192,Acer,Swift 7,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.12,989.0
189,193,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.8,1085.0
190,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,2560,1440,Intel Core,16,1000,SSD,Intel,Windows 10,1.42,2824.0
191,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,1920,1080,Intel Other,4,32,Storage,Intel,Windows 10,1.3,260.0
192,196,Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,No OS,1.3,999.9
193,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,1600,900,Intel Core,8,256,SSD,Nvidia,No OS,2.8,698.0
194,198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,1.62,839.0
195,199,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.5,914.0
196,200,Razer,Blade Pro,Gaming,17.3,3840x2160,3840,2160,Intel Core,32,1000,SSD,Nvidia,Windows 10,3.49,6099.0
197,201,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.49,959.0
198,202,HP,Omen 17-W295,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.35,1379.0
199,203,HP,Probook 470,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.5,1045.0
200,204,Dell,Inspiron 7577,Gaming,15.6,3840x2160,3840,2160,Intel Core,16,512,HDD,Nvidia,Windows 10,2.65,1845.0
201,205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,2.1,493.0
202,206,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.23,742.0
203,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,512,HDD,Nvidia,Windows 10,3.2,1749.0
204,208,Dell,Precision 7520,Workstation,15.6,3840x2160,3840,2160,Intel Other,16,256,HDD,Nvidia,Windows 10,2.8,3055.0
205,209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,No OS,2.4,1398.0
206,210,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,6,1000,HDD,Intel,Windows 10,2.3,439.0
207,211,Dell,XPS 13,Ultrabook,13.3,3840x2160,3840,2160,Intel Core,8,256,SSD,Intel,Windows 10,1.21,1949.0
208,212,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1449.0
209,213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,1366,768,Intel Core,8,256,SSD,Intel,Windows 10,2.2,597.0
210,215,Acer,Aspire 7,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Linux,2.4,779.0
211,216,Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.9,1407.0
212,217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,No OS,2.1,349.0
213,218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,No OS,2.2,549.0
214,219,Huawei,MateBook X,Ultrabook,13.0,2160x1440,2160,1440,Intel Core,8,512,SSD,Intel,Windows 10,1.05,1499.0
215,220,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,1.4,931.88
216,221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,8,1000,HDD,Nvidia,No OS,2.8,589.0
217,222,HP,Probook 440,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.63,1031.0
218,223,Dell,Latitude 5490,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.6,1149.0
219,224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.62,1279.0
220,225,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Linux,2.2,677.35
221,226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.74,899.0
222,227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1363.0
223,228,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,2.1,794.0
224,229,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,4.42,2456.34
225,230,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.2,832.0
226,231,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,1000,HDD,AMD,Windows 10,2.3,859.01
227,232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.0,769.0
228,233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,256,HDD,Nvidia,Windows 10,2.69,891.0
229,234,HP,ZBook 15u,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,AMD,Windows 10,1.9,1269.0
230,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Windows 10,2.37,398.99
231,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,AMD,4,500,HDD,AMD,Windows 10,2.1,330.0
232,237,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.2,1499.0
233,238,Dell,Vostro 5468,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.6,859.0
234,239,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.6,689.0
235,240,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,AMD,Linux,2.36,899.0
236,241,Acer,Aspire A315-51,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Linux,2.1,390.0
237,242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920x1080,1920,1080,AMD,4,128,HDD,AMD,Windows 10,2.2,575.0
238,243,Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,1920,1080,Intel Core,32,512,HDD,Nvidia,Windows 10,4.7,3890.0
239,244,Acer,Nitro AN515-51,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.5,846.0
240,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,1366,768,Intel Core,8,128,SSD,Intel,Windows 10,2.2,589.0
241,246,Asus,VivoBook Pro,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.1,1145.0
242,247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,No OS,2.69,889.0
243,248,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.56,879.0
244,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.38,1079.0
245,250,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.2,985.0
246,251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.04,559.0
247,252,Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,3.6,2999.0
248,253,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,1.49,675.0
249,254,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2560,1600,Intel Core,8,512,SSD,Intel,macOS,1.37,2040.0
250,255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,2.08,819.0
251,256,Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,4.3,1799.0
252,257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,1366,768,AMD,4,1000,HDD,AMD,Windows 10,1.68,469.0
253,258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.37,1849.0
254,259,Acer,Aspire 5,Notebook,17.3,1920x1080,1920,1080,Intel Core,4,256,SSD,Nvidia,Windows 10,3.0,702.0
255,260,Dell,Vostro 5370,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.41,949.0
256,261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,1366,768,AMD,8,128,SSD,AMD,Windows 10,1.91,445.9
257,262,HP,Envy 17-U275cl,Notebook,17.3,1920x1080,1920,1080,Intel Core,16,1000,HDD,Nvidia,Windows 10,2.9,1059.0
258,263,MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,512,HDD,Nvidia,Windows 10,4.14,2499.0
259,264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Nvidia,Windows 10,2.0,1699.0
260,265,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.8,1142.0
261,266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,256,SSD,Intel,No OS,2.2,444.0
262,267,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,2.1,722.0
263,268,Dell,Vostro 3568,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,2.18,657.0
264,269,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,AMD,Windows 10,2.24,565.0
265,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.67,799.0
266,271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.1,1499.0
267,272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,No OS,2.2,467.0
268,273,HP,Probook 470,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.5,1018.0
269,274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.05,880.0
270,275,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2560,1600,Intel Core,8,512,SSD,Intel,macOS,1.37,1958.9
271,276,Asus,Rog Strix,Gaming,17.3,1920x1080,1920,1080,AMD,16,256,HDD,AMD,Windows 10,3.2,1549.0
272,277,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Linux,2.14,735.07
273,278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2560,1440,Intel Core,16,512,SSD,Intel,Windows 10,1.36,2499.0
274,279,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,Intel Core,8,500,HDD,Nvidia,Windows 10,2.2,812.0
275,280,Dell,Inspiron 5567,Notebook,15.6,1366x768,1366,768,Intel Core,12,1000,HDD,Intel,Windows 10,2.3,713.07
276,281,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Linux,2.8,1099.0
277,282,Acer,Aspire A515-51G,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.2,745.0
278,283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,1600,900,Intel Core,4,1000,HDD,Intel,Windows 10,2.8,489.0
279,284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,2000,HDD,Nvidia,No OS,2.8,849.0
280,285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,6,128,HDD,Nvidia,Windows 10,2.8,859.0
281,286,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,AMD,Linux,2.25,428.0
282,287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.5,829.0
283,288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,Intel Core,6,256,SSD,Intel,Windows 10,2.2,579.0
284,289,Acer,Aspire A517-51G,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,3.0,951.0
285,290,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,12,1000,HDD,Intel,Windows 10,2.15,659.0
286,291,Lenovo,Thinkpad T570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.95,1097.0
287,292,Asus,VivoBook S15,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.7,977.0
288,293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.5,1179.0
289,294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,No OS,2.2,659.01
290,295,Acer,Chromebook C910-C2ST,Notebook,15.6,1366x768,1366,768,Intel Other,2,16,SSD,Intel,Android or Chrome,2.19,199.0
291,296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,3.0,1187.0
292,297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,1600,900,Intel Core,8,1000,HDD,Intel,Windows 10,2.54,489.0
293,298,Dell,XPS 15,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.0,1829.0
294,299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.05,739.0
295,300,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,3.2,1299.0
296,301,Acer,Aspire A715-71G,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Linux,2.5,979.0
297,302,Dell,Precision 7720,Workstation,17.3,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,3.42,2884.86
298,303,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,1920x1080,1920,1080,AMD,6,1000,HDD,AMD,Windows 10,2.4,499.0
299,304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 10,1.63,1468.0
300,305,Asus,VivoBook S14,Notebook,14.0,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,1.3,509.0
301,306,Asus,Rog GL702VS-GC095T,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.9,2122.0
302,307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,6,1000,HDD,Nvidia,Windows 10,2.8,649.0
303,308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,1366,768,Intel Core,8,2000,HDD,Nvidia,No OS,2.2,549.0
304,309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.5,1265.0
305,310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,1366,768,Intel Other,4,1000,HDD,Intel,No OS,2.2,359.99
306,311,HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,16,256,SSD,Intel,Windows 10,1.28,1975.0
307,312,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.2,1043.0
308,313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.3,819.0
309,314,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,1.86,469.0
310,315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.1,999.0
311,316,Dell,XPS 13,Ultrabook,13.3,3840x2160,3840,2160,Intel Core,16,1000,SSD,Intel,Windows 10,1.21,2499.0
312,317,MSI,GE63VR 7RF,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.8,2099.0
313,318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,AMD,8,256,SSD,AMD,Windows 10,2.23,469.0
314,319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Windows 10,1.1,275.0
315,320,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.33,844.0
316,321,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,3840,2160,Intel Core,16,1000,SSD,Intel,Windows 10,1.29,2449.0
317,322,Lenovo,ThinkPad 13,Notebook,13.3,1366x768,1366,768,Intel Other,4,16,Storage,Intel,Android or Chrome,1.45,459.9
318,323,HP,ProBook 640,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.95,980.0
319,324,Acer,TravelMate B,Notebook,11.6,1366x768,1366,768,Intel Other,4,128,Storage,Intel,Windows 10,1.4,485.0
320,325,HP,Elitebook 840,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.48,1292.0
321,326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,4,1000,HDD,Nvidia,Windows 10,2.79,589.0
322,327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.0,1094.0
323,329,HP,ProBook 450,Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.1,902.0
324,330,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,AMD,8,256,SSD,AMD,Windows 10,2.2,659.0
325,331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Windows 10,1.44,292.0
326,332,Acer,Aspire E5-575,Notebook,15.6,1366x768,1366,768,Intel Core,6,1000,HDD,Intel,Windows 10,2.23,549.0
327,333,Asus,VivoBook S15,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.7,1049.9
328,334,HP,Elitebook 820,Ultrabook,12.5,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.26,1335.0
329,335,Dell,XPS 15,Notebook,15.6,3840x2160,3840,2160,Intel Core,32,1000,SSD,Nvidia,Windows 10,2.06,2639.0
330,336,MSI,GL72M 7REX,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,256,HDD,Nvidia,Windows 10,2.7,1199.0
331,337,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.0,943.0
332,338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,HDD,Intel,Windows 10,2.0,1334.0
333,339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,Windows 10,1.85,449.0
334,340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.5,999.0
335,341,HP,EliteBook 840,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.48,1268.0
336,342,Dell,Inspiron 7570,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,1.9,1049.0
337,343,HP,Elitebook 850,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.84,1144.0
338,344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,1366,768,Intel Other,4,1000,HDD,Intel,Linux,2.0,274.99
339,345,Dell,Inspiron 7570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.0,1142.75
340,346,Dell,Inspiron 3552,Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Linux,2.2,274.9
341,347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,1920,1080,AMD,12,2000,HDD,AMD,Windows 10,2.2,899.0
342,348,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.1,716.0
343,349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,3840,2160,Intel Core,16,512,SSD,Intel,Windows 10,1.4,2099.0
344,350,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1579.0
345,351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.4,1129.0
346,352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Windows 10,1.44,279.0
347,353,Dell,Latitude 5590,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.88,1607.96
348,354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Windows 10,1.5,375.0
349,355,Dell,Inspiron 5570,Ultrabook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,AMD,Windows 10,1.9,663.0
350,356,Dell,XPS 15,Notebook,15.6,3840x2160,3840,2160,Intel Core,16,512,SSD,Nvidia,Windows 10,2.06,2027.42
351,357,HP,Elitebook 850,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.84,1304.0
352,358,MSI,GP72MVR 7RFX,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.7,1409.0
353,359,HP,Zbook 15,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.6,1738.27
354,360,Toshiba,Tecra A50-C-21G,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 10,2.4,1403.0
355,361,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.02,970.9
356,362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,1366,768,Intel Other,4,1000,HDD,Intel,No OS,2.2,321.99
357,363,Dell,Inspiron 7577,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.65,999.0
358,364,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,8,2000,HDD,Intel,Windows 10,2.36,557.37
359,365,Dell,Latitude 7480,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.36,1427.0
360,366,HP,250 G6,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Windows 10,1.86,439.0
361,367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.0,945.0
362,368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,6,128,HDD,Nvidia,Windows 10,2.8,719.0
363,369,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,1.86,639.0
364,370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,1366,768,Intel Core,8,256,SSD,Nvidia,No OS,2.2,499.0
365,371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,8,2000,HDD,Intel,Windows 10,2.04,389.0
366,372,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.8,1085.0
367,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,No OS,2.4,809.0
368,374,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,2.33,899.0
369,375,HP,Elitebook 1040,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.36,1750.0
370,376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,1920x1080,1920,1080,Intel Core,12,512,HDD,Nvidia,Windows 10,2.26,1099.0
371,377,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,AMD,4,128,SSD,AMD,Windows 10,2.1,426.0
372,378,Asus,Rog Strix,Gaming,17.3,1920x1080,1920,1080,AMD,16,256,HDD,AMD,Windows 10,3.25,2199.0
