datetime,weathersit,temp,atemp,hum,windspeed,cnt
2011-06-19 13:00:00,2,0.74,0.6667,0.51,0.0,363
2011-06-19 14:00:00,3,0.74,0.6818,0.58,0.1045,317
2011-06-19 15:00:00,2,0.74,0.6818,0.55,0.1045,362
2011-06-19 16:00:00,2,0.76,0.6818,0.48,0.0,378
2011-06-19 17:00:00,1,0.74,0.6667,0.51,0.0,397
2011-06-19 18:00:00,2,0.74,0.6818,0.58,0.0896,296
2011-06-19 19:00:00,1,0.72,0.6818,0.62,0.1343,311
2011-06-19 20:00:00,1,0.7,0.6515,0.7,0.19399999999999998,232
2011-06-19 21:00:00,1,0.68,0.6364,0.79,0.1343,167
2011-06-19 22:00:00,1,0.66,0.6061,0.78,0.2239,152
2011-06-19 23:00:00,1,0.66,0.6061,0.78,0.19399999999999998,92
2011-06-20 00:00:00,1,0.66,0.6061,0.83,0.1642,26
2011-06-20 01:00:00,1,0.64,0.5758,0.89,0.0896,12
2011-06-20 02:00:00,1,0.64,0.5758,0.89,0.0896,2
2011-06-20 03:00:00,3,0.64,0.5758,0.89,0.0,1
2011-06-20 04:00:00,3,0.62,0.5606,0.88,0.1642,3
2011-06-20 05:00:00,3,0.62,0.5758,0.83,0.1343,3
2011-06-20 06:00:00,3,0.6,0.5758,0.78,0.1343,26
2011-06-20 07:00:00,3,0.56,0.5303,0.88,0.19399999999999998,46
2011-06-20 08:00:00,3,0.56,0.5303,0.83,0.19399999999999998,221
2011-06-20 09:00:00,2,0.6,0.5758,0.78,0.2537,219
2011-06-20 10:00:00,2,0.6,0.5758,0.78,0.2537,91
2011-06-20 11:00:00,2,0.6,0.5758,0.78,0.1045,94
2011-06-20 12:00:00,2,0.62,0.6061,0.69,0.1045,162
2011-06-20 13:00:00,1,0.64,0.6061,0.65,0.1045,179
2011-06-20 14:00:00,1,0.66,0.6212,0.61,0.1045,175
2011-06-20 15:00:00,1,0.66,0.6212,0.61,0.1343,205
2011-06-20 16:00:00,1,0.7,0.6515,0.58,0.1642,299
2011-06-20 17:00:00,1,0.7,0.6515,0.54,0.0,565
2011-06-20 18:00:00,1,0.7,0.6515,0.61,0.2537,538
2011-06-20 19:00:00,1,0.66,0.6212,0.65,0.2239,431
2011-06-20 20:00:00,1,0.66,0.6212,0.69,0.2239,316
2011-06-20 21:00:00,1,0.64,0.6061,0.73,0.1642,206
2011-06-20 22:00:00,2,0.64,0.6061,0.73,0.2239,130
2011-06-20 23:00:00,1,0.62,0.5909,0.78,0.2537,60
2011-06-21 00:00:00,1,0.62,0.5909,0.78,0.1642,33
2011-06-21 01:00:00,3,0.62,0.5909,0.78,0.1642,14
2011-06-21 02:00:00,3,0.62,0.5758,0.83,0.1642,6
2011-06-21 03:00:00,3,0.62,0.5758,0.83,0.1642,2
2011-06-21 04:00:00,2,0.6,0.5455,0.88,0.1045,9
2011-06-21 05:00:00,2,0.6,0.5455,0.88,0.1343,25
2011-06-21 06:00:00,2,0.6,0.5455,0.88,0.1343,115
2011-06-21 07:00:00,2,0.6,0.5152,0.94,0.0,309
2011-06-21 08:00:00,2,0.62,0.5606,0.88,0.1045,401
2011-06-21 09:00:00,2,0.62,0.5606,0.88,0.2537,275
2011-06-21 10:00:00,2,0.64,0.5758,0.83,0.19399999999999998,161
2011-06-21 11:00:00,1,0.66,0.6061,0.83,0.1642,171
2011-06-21 12:00:00,1,0.7,0.6667,0.74,0.1642,189
2011-06-21 13:00:00,1,0.74,0.6970000000000001,0.66,0.1642,207
2011-06-21 14:00:00,1,0.76,0.7121,0.62,0.2239,152
2011-06-21 15:00:00,1,0.78,0.7424,0.59,0.2537,170
2011-06-21 16:00:00,1,0.8,0.7727,0.59,0.2239,335
2011-06-21 17:00:00,1,0.78,0.7576,0.66,0.2239,572
2011-06-21 18:00:00,2,0.76,0.7273,0.7,0.2537,536
2011-06-21 19:00:00,2,0.74,0.7121,0.74,0.2239,425
2011-06-21 20:00:00,3,0.74,0.6970000000000001,0.7,0.2239,326
2011-06-21 21:00:00,1,0.72,0.6970000000000001,0.74,0.19399999999999998,229
2011-06-21 22:00:00,1,0.7,0.6667,0.79,0.1045,109
2011-06-21 23:00:00,1,0.7,0.6667,0.74,0.1045,64
2011-06-22 00:00:00,1,0.66,0.6061,0.78,0.19399999999999998,33
2011-06-22 01:00:00,1,0.66,0.6061,0.78,0.1343,21
2011-06-22 02:00:00,1,0.66,0.6061,0.78,0.0,7
2011-06-22 03:00:00,1,0.66,0.6061,0.78,0.1343,7
2011-06-22 04:00:00,1,0.64,0.5758,0.83,0.0,11
2011-06-22 05:00:00,1,0.64,0.5758,0.89,0.0,23
2011-06-22 06:00:00,1,0.66,0.6061,0.83,0.0,122
2011-06-22 07:00:00,1,0.7,0.6667,0.79,0.0,311
2011-06-22 08:00:00,1,0.72,0.6970000000000001,0.74,0.1045,423
2011-06-22 09:00:00,1,0.72,0.6970000000000001,0.79,0.1642,219
2011-06-22 10:00:00,1,0.74,0.6970000000000001,0.7,0.2537,135
2011-06-22 11:00:00,1,0.74,0.6970000000000001,0.7,0.1642,145
2011-06-22 12:00:00,2,0.8,0.7727,0.59,0.2239,188
2011-06-22 13:00:00,2,0.82,0.7879,0.56,0.2537,147
2011-06-22 14:00:00,2,0.82,0.7727,0.52,0.2836,145
2011-06-22 15:00:00,2,0.82,0.7879,0.56,0.2836,146
2011-06-22 16:00:00,2,0.82,0.8029999999999999,0.59,0.3284,258
2011-06-22 17:00:00,2,0.8,0.7576,0.55,0.3881,529
2011-06-22 18:00:00,2,0.8,0.7727,0.59,0.2537,513
2011-06-22 19:00:00,2,0.8,0.7424,0.52,0.2537,342
2011-06-22 20:00:00,1,0.74,0.7121,0.74,0.1343,282
2011-06-22 21:00:00,1,0.74,0.7121,0.79,0.1642,247
2011-06-22 22:00:00,2,0.72,0.6970000000000001,0.79,0.19399999999999998,148
2011-06-22 23:00:00,2,0.72,0.6970000000000001,0.79,0.2239,105
2011-06-23 00:00:00,1,0.72,0.6970000000000001,0.79,0.2239,49
2011-06-23 01:00:00,1,0.72,0.6970000000000001,0.74,0.2239,31
2011-06-23 02:00:00,1,0.72,0.6970000000000001,0.74,0.2239,4
2011-06-23 03:00:00,2,0.72,0.6970000000000001,0.74,0.1642,5
2011-06-23 04:00:00,2,0.7,0.6667,0.79,0.1343,7
2011-06-23 05:00:00,1,0.72,0.6970000000000001,0.74,0.1642,24
2011-06-23 06:00:00,1,0.72,0.6970000000000001,0.74,0.1642,100
2011-06-23 07:00:00,2,0.72,0.6970000000000001,0.74,0.1343,327
2011-06-23 08:00:00,2,0.74,0.6970000000000001,0.7,0.19399999999999998,432
2011-06-23 09:00:00,2,0.74,0.6970000000000001,0.7,0.1343,227
2011-06-23 10:00:00,2,0.76,0.7273,0.66,0.1343,127
2011-06-23 11:00:00,3,0.76,0.7273,0.66,0.2537,136
2011-06-23 12:00:00,2,0.76,0.7273,0.66,0.2836,160
2011-06-23 13:00:00,2,0.76,0.7121,0.62,0.2836,186
2011-06-23 14:00:00,2,0.76,0.7273,0.66,0.2985,149
2011-06-23 15:00:00,2,0.76,0.6970000000000001,0.52,0.3582,189
2011-06-23 16:00:00,2,0.74,0.6818,0.62,0.2985,275
2011-06-23 17:00:00,2,0.72,0.6818,0.7,0.3582,569
2011-06-23 18:00:00,1,0.72,0.6818,0.7,0.4179,540
2011-06-23 19:00:00,1,0.72,0.6818,0.7,0.3582,400
2011-06-23 20:00:00,1,0.7,0.6667,0.74,0.2239,352
2011-06-23 21:00:00,1,0.7,0.6667,0.74,0.19399999999999998,234
2011-06-23 22:00:00,2,0.7,0.6667,0.74,0.2239,162
2011-06-23 23:00:00,1,0.7,0.6667,0.74,0.2836,105
2011-06-24 00:00:00,1,0.68,0.6364,0.79,0.19399999999999998,63
2011-06-24 01:00:00,1,0.66,0.6061,0.83,0.3284,28
2011-06-24 02:00:00,1,0.66,0.6061,0.83,0.3284,14
2011-06-24 03:00:00,1,0.66,0.6061,0.83,0.1642,5
2011-06-24 04:00:00,1,0.66,0.6061,0.83,0.0896,9
2011-06-24 05:00:00,1,0.64,0.5758,0.89,0.0896,20
2011-06-24 06:00:00,1,0.66,0.6061,0.83,0.1343,91
2011-06-24 07:00:00,2,0.66,0.6061,0.83,0.2239,268
2011-06-24 08:00:00,1,0.7,0.6667,0.74,0.2239,466
2011-06-24 09:00:00,1,0.74,0.6818,0.62,0.1343,231
2011-06-24 10:00:00,1,0.8,0.7273,0.43,0.2836,145
2011-06-24 11:00:00,1,0.8,0.7121,0.38,0.3284,203
2011-06-24 12:00:00,1,0.8,0.7121,0.41,0.2836,201
2011-06-24 13:00:00,1,0.8,0.7121,0.36,0.2239,221
2011-06-24 14:00:00,1,0.78,0.6970000000000001,0.43,0.2836,229
2011-06-24 15:00:00,1,0.82,0.7273,0.34,0.3881,216
2011-06-24 16:00:00,1,0.8,0.6970000000000001,0.33,0.4179,327
2011-06-24 17:00:00,1,0.76,0.6667,0.37,0.2537,557
2011-06-24 18:00:00,1,0.76,0.6667,0.37,0.2985,452
2011-06-24 19:00:00,1,0.74,0.6515,0.4,0.2239,385
2011-06-24 20:00:00,1,0.72,0.6515,0.45,0.1642,288
2011-06-24 21:00:00,1,0.7,0.6515,0.48,0.1343,233
2011-06-24 22:00:00,1,0.7,0.6515,0.48,0.0,167
2011-06-24 23:00:00,1,0.68,0.6364,0.51,0.1343,172
2011-06-25 00:00:00,1,0.68,0.6364,0.47,0.1642,116
2011-06-25 01:00:00,1,0.66,0.6212,0.5,0.1642,95
2011-06-25 02:00:00,2,0.66,0.6212,0.5,0.19399999999999998,59
2011-06-25 03:00:00,1,0.64,0.6212,0.57,0.19399999999999998,39
2011-06-25 04:00:00,1,0.64,0.6212,0.57,0.19399999999999998,11
2011-06-25 05:00:00,1,0.62,0.6061,0.61,0.1343,14
2011-06-25 06:00:00,1,0.64,0.6212,0.57,0.2239,29
2011-06-25 07:00:00,1,0.64,0.6212,0.57,0.2836,42
2011-06-25 08:00:00,1,0.7,0.6515,0.48,0.2537,112
2011-06-25 09:00:00,1,0.72,0.6515,0.45,0.2537,186
2011-06-25 10:00:00,1,0.72,0.6515,0.45,0.19399999999999998,302
2011-06-25 11:00:00,1,0.74,0.6667,0.42,0.0,331
2011-06-25 12:00:00,1,0.74,0.6515,0.4,0.2836,392
2011-06-25 13:00:00,1,0.74,0.6515,0.4,0.2836,371
2011-06-25 14:00:00,1,0.74,0.6667,0.45,0.2985,383
2011-06-25 15:00:00,1,0.74,0.6667,0.45,0.0,392
2011-06-25 16:00:00,1,0.76,0.6818,0.43,0.2985,410
2011-06-25 17:00:00,1,0.74,0.6667,0.42,0.2239,399
2011-06-25 18:00:00,1,0.72,0.6515,0.45,0.2537,307
2011-06-25 19:00:00,1,0.72,0.6667,0.48,0.2836,375
2011-06-25 20:00:00,1,0.7,0.6515,0.48,0.19399999999999998,269
2011-06-25 21:00:00,1,0.68,0.6364,0.51,0.1642,202
2011-06-25 22:00:00,1,0.68,0.6364,0.47,0.19399999999999998,187
2011-06-25 23:00:00,2,0.66,0.6212,0.5,0.2985,179
2011-06-26 00:00:00,1,0.64,0.6212,0.53,0.0,115
2011-06-26 01:00:00,1,0.64,0.6212,0.53,0.1045,90
2011-06-26 02:00:00,1,0.62,0.6212,0.57,0.1045,87
2011-06-26 03:00:00,1,0.6,0.6061,0.64,0.1045,34
2011-06-26 04:00:00,1,0.6,0.6061,0.64,0.0896,11
2011-06-26 05:00:00,1,0.6,0.6061,0.64,0.0,12
2011-06-26 06:00:00,1,0.6,0.6061,0.64,0.0,20
2011-06-26 07:00:00,1,0.62,0.6061,0.61,0.0,51
2011-06-26 08:00:00,1,0.64,0.6212,0.61,0.19399999999999998,107
2011-06-26 09:00:00,1,0.66,0.6212,0.54,0.0896,206
2011-06-26 10:00:00,1,0.72,0.6667,0.48,0.1045,332
2011-06-26 11:00:00,1,0.72,0.6515,0.45,0.1343,346
2011-06-26 12:00:00,1,0.74,0.6515,0.4,0.1642,443
2011-06-26 13:00:00,1,0.74,0.6515,0.4,0.0,442
2011-06-26 14:00:00,1,0.74,0.6515,0.4,0.1343,443
2011-06-26 15:00:00,1,0.74,0.6515,0.4,0.0,403
2011-06-26 16:00:00,1,0.74,0.6667,0.42,0.19399999999999998,455
2011-06-26 17:00:00,2,0.72,0.6515,0.42,0.1642,421
2011-06-26 18:00:00,2,0.72,0.6515,0.45,0.2537,382
2011-06-26 19:00:00,2,0.72,0.6667,0.48,0.1343,317
2011-06-26 20:00:00,2,0.7,0.6515,0.48,0.1045,213
2011-06-26 21:00:00,2,0.7,0.6515,0.54,0.1045,183
2011-06-26 22:00:00,1,0.7,0.6515,0.51,0.0,114
2011-06-26 23:00:00,1,0.7,0.6515,0.54,0.0896,78
2011-06-27 00:00:00,3,0.64,0.6061,0.73,0.2836,32
2011-06-27 01:00:00,2,0.62,0.5909,0.78,0.1343,15
2011-06-27 02:00:00,3,0.62,0.5909,0.78,0.1343,6
2011-06-27 03:00:00,3,0.62,0.5909,0.78,0.1343,2
2011-06-27 04:00:00,2,0.6,0.5606,0.83,0.1642,9
2011-06-27 05:00:00,2,0.62,0.5758,0.83,0.1642,22
2011-06-27 06:00:00,2,0.62,0.5909,0.78,0.1642,94
2011-06-27 07:00:00,2,0.64,0.6061,0.73,0.2239,261
2011-06-27 08:00:00,1,0.66,0.6212,0.74,0.19399999999999998,447
2011-06-27 09:00:00,2,0.72,0.6667,0.54,0.0,187
2011-06-27 10:00:00,2,0.72,0.6667,0.54,0.1343,150
2011-06-27 11:00:00,2,0.7,0.6515,0.58,0.0,150
2011-06-27 12:00:00,2,0.72,0.6667,0.54,0.0,170
2011-06-27 13:00:00,2,0.72,0.6667,0.58,0.2239,164
2011-06-27 14:00:00,2,0.72,0.6667,0.58,0.0896,158
2011-06-27 15:00:00,2,0.74,0.6818,0.55,0.0,202
2011-06-27 16:00:00,1,0.74,0.6818,0.55,0.1045,275
2011-06-27 17:00:00,1,0.74,0.6818,0.55,0.1343,604
2011-06-27 18:00:00,1,0.74,0.6667,0.51,0.0,591
2011-06-27 19:00:00,1,0.72,0.6818,0.62,0.19399999999999998,396
2011-06-27 20:00:00,1,0.7,0.6515,0.65,0.1045,305
2011-06-27 21:00:00,1,0.7,0.6515,0.65,0.0,242
2011-06-27 22:00:00,1,0.68,0.6364,0.69,0.0,145
2011-06-27 23:00:00,1,0.68,0.6364,0.69,0.0,81
2011-06-28 00:00:00,2,0.66,0.6061,0.78,0.1343,30
2011-06-28 01:00:00,1,0.66,0.6212,0.74,0.0,13
2011-06-28 02:00:00,2,0.66,0.6212,0.74,0.0,11
2011-06-28 03:00:00,2,0.66,0.6212,0.74,0.0,2
2011-06-28 04:00:00,1,0.66,0.6212,0.74,0.0,8
2011-06-28 05:00:00,1,0.66,0.6061,0.78,0.0,21
2011-06-28 06:00:00,1,0.66,0.6061,0.83,0.1642,124
2011-06-28 07:00:00,1,0.68,0.6364,0.83,0.19399999999999998,347
2011-06-28 08:00:00,1,0.7,0.6667,0.79,0.1642,456
2011-06-28 09:00:00,1,0.74,0.6970000000000001,0.7,0.0,246
2011-06-28 10:00:00,1,0.8,0.7424,0.49,0.1642,157
2011-06-28 11:00:00,1,0.82,0.7576,0.46,0.0,167
2011-06-28 12:00:00,1,0.84,0.7727,0.47,0.2239,202
2011-06-28 13:00:00,1,0.84,0.7576,0.44,0.0,189
2011-06-28 14:00:00,1,0.86,0.7879,0.44,0.2239,160
2011-06-28 15:00:00,1,0.86,0.7879,0.41,0.0,166
2011-06-28 16:00:00,1,0.86,0.8029999999999999,0.47,0.2836,261
2011-06-28 17:00:00,3,0.82,0.7879,0.56,0.2836,579
2011-06-28 18:00:00,3,0.8,0.7576,0.55,0.2985,504
2011-06-28 19:00:00,2,0.74,0.6818,0.58,0.4627,299
2011-06-28 20:00:00,1,0.74,0.6818,0.62,0.0,296
2011-06-28 21:00:00,1,0.74,0.6970000000000001,0.66,0.2836,195
2011-06-28 22:00:00,1,0.7,0.6515,0.7,0.2985,134
2011-06-28 23:00:00,1,0.7,0.6515,0.7,0.2836,81
2011-06-29 00:00:00,2,0.68,0.6364,0.79,0.2836,36
2011-06-29 01:00:00,1,0.68,0.6364,0.79,0.2985,28
2011-06-29 02:00:00,1,0.66,0.6061,0.83,0.2239,16
2011-06-29 03:00:00,2,0.66,0.6061,0.83,0.1045,5
2011-06-29 04:00:00,1,0.66,0.6061,0.83,0.1045,5
2011-06-29 05:00:00,1,0.64,0.5758,0.83,0.19399999999999998,22
2011-06-29 06:00:00,1,0.66,0.6212,0.69,0.2985,116
2011-06-29 07:00:00,1,0.7,0.6515,0.54,0.2239,336
2011-06-29 08:00:00,1,0.7,0.6515,0.48,0.2836,540
2011-06-29 09:00:00,1,0.72,0.6515,0.45,0.3881,221
2011-06-29 10:00:00,1,0.74,0.6667,0.42,0.2836,126
2011-06-29 11:00:00,1,0.76,0.6667,0.35,0.2239,170
2011-06-29 12:00:00,1,0.76,0.6667,0.35,0.2537,243
2011-06-29 13:00:00,1,0.8,0.6970000000000001,0.31,0.3284,231
2011-06-29 14:00:00,1,0.8,0.6970000000000001,0.31,0.19399999999999998,188
2011-06-29 15:00:00,1,0.82,0.7121,0.3,0.1642,189
2011-06-29 16:00:00,1,0.82,0.7121,0.3,0.4179,328
2011-06-29 17:00:00,1,0.82,0.7121,0.26,0.4179,570
2011-06-29 18:00:00,1,0.8,0.6970000000000001,0.29,0.2985,588
2011-06-29 19:00:00,1,0.76,0.6667,0.35,0.3881,401
2011-06-29 20:00:00,1,0.74,0.6515,0.37,0.2985,333
2011-06-29 21:00:00,1,0.72,0.6515,0.39,0.2239,221
2011-06-29 22:00:00,1,0.7,0.6364,0.42,0.19399999999999998,183
2011-06-29 23:00:00,1,0.68,0.6364,0.47,0.19399999999999998,129
2011-06-30 00:00:00,1,0.66,0.6212,0.5,0.1642,54
2011-06-30 01:00:00,1,0.64,0.6212,0.53,0.1343,32
2011-06-30 02:00:00,1,0.62,0.6212,0.57,0.1343,8
2011-06-30 03:00:00,1,0.6,0.6061,0.6,0.1642,9
2011-06-30 04:00:00,1,0.58,0.5455,0.64,0.1343,6
2011-06-30 05:00:00,1,0.58,0.5455,0.64,0.2537,25
2011-06-30 06:00:00,1,0.6,0.6061,0.64,0.2537,123
2011-06-30 07:00:00,1,0.62,0.6061,0.61,0.2239,320
2011-06-30 08:00:00,1,0.68,0.6364,0.47,0.2239,555
2011-06-30 09:00:00,1,0.7,0.6364,0.42,0.2239,260
2011-06-30 10:00:00,1,0.72,0.6515,0.42,0.19399999999999998,132
2011-06-30 11:00:00,1,0.74,0.6515,0.37,0.1343,169
2011-06-30 12:00:00,1,0.76,0.6667,0.35,0.1642,233
2011-06-30 13:00:00,1,0.76,0.6667,0.33,0.19399999999999998,232
2011-06-30 14:00:00,1,0.78,0.6818,0.31,0.19399999999999998,163
2011-06-30 15:00:00,1,0.78,0.6667,0.25,0.2537,240
2011-06-30 16:00:00,1,0.8,0.6970000000000001,0.26,0.1343,323
2011-06-30 17:00:00,1,0.78,0.6818,0.27,0.3582,594
2011-06-30 18:00:00,1,0.76,0.6667,0.29,0.2537,586
2011-06-30 19:00:00,1,0.74,0.6515,0.33,0.19399999999999998,455
2011-06-30 20:00:00,1,0.74,0.6515,0.33,0.19399999999999998,340
2011-06-30 21:00:00,1,0.72,0.6515,0.37,0.1045,323
2011-06-30 22:00:00,1,0.7,0.6364,0.42,0.1642,207
2011-06-30 23:00:00,1,0.66,0.6212,0.5,0.0,126
2011-07-01 00:00:00,1,0.66,0.6212,0.5,0.0,68
2011-07-01 01:00:00,1,0.66,0.6212,0.5,0.0,31
2011-07-01 02:00:00,1,0.62,0.6061,0.69,0.0,13
2011-07-01 03:00:00,1,0.64,0.6212,0.53,0.0,11
2011-07-01 04:00:00,1,0.62,0.6212,0.57,0.0,6
2011-07-01 05:00:00,1,0.6,0.6061,0.64,0.1343,30
2011-07-01 06:00:00,1,0.62,0.6061,0.61,0.1343,108
2011-07-01 07:00:00,1,0.66,0.6212,0.54,0.1045,243
2011-07-01 08:00:00,1,0.7,0.6364,0.42,0.1642,492
2011-07-01 09:00:00,1,0.74,0.6515,0.35,0.1642,260
2011-07-01 10:00:00,1,0.76,0.6667,0.33,0.1642,170
2011-07-01 11:00:00,1,0.8,0.6970000000000001,0.26,0.0,214
2011-07-01 12:00:00,1,0.8,0.6970000000000001,0.26,0.0,263
2011-07-01 13:00:00,1,0.8,0.6818,0.24,0.0,292
2011-07-01 14:00:00,1,0.82,0.6970000000000001,0.23,0.19399999999999998,303
2011-07-01 15:00:00,1,0.82,0.6970000000000001,0.21,0.2537,381
2011-07-01 16:00:00,1,0.82,0.6970000000000001,0.17,0.0,427
2011-07-01 17:00:00,1,0.82,0.6970000000000001,0.21,0.19399999999999998,461
2011-07-01 18:00:00,1,0.8,0.6818,0.24,0.2537,422
2011-07-01 19:00:00,1,0.78,0.6667,0.25,0.19399999999999998,318
2011-07-01 20:00:00,1,0.72,0.6515,0.42,0.2239,269
2011-07-01 21:00:00,1,0.7,0.6364,0.45,0.19399999999999998,218
2011-07-01 22:00:00,1,0.7,0.6364,0.42,0.0,222
2011-07-01 23:00:00,1,0.68,0.6364,0.47,0.0896,140
2011-07-02 00:00:00,1,0.68,0.6364,0.47,0.0896,115
2011-07-02 01:00:00,1,0.66,0.6212,0.54,0.0,78
2011-07-02 02:00:00,1,0.64,0.6212,0.53,0.0,52
2011-07-02 03:00:00,1,0.64,0.6212,0.53,0.0,26
2011-07-02 04:00:00,1,0.62,0.6061,0.61,0.0,11
2011-07-02 05:00:00,1,0.58,0.5455,0.73,0.1045,14
2011-07-02 06:00:00,1,0.62,0.6061,0.69,0.1045,32
2011-07-02 07:00:00,1,0.64,0.6061,0.65,0.0,45
2011-07-02 08:00:00,1,0.68,0.6364,0.57,0.0,132
2011-07-02 09:00:00,1,0.74,0.6667,0.51,0.0896,179
2011-07-02 10:00:00,1,0.8,0.7121,0.36,0.0,271
2011-07-02 11:00:00,1,0.8,0.7121,0.36,0.0896,357
2011-07-02 12:00:00,1,0.82,0.7121,0.3,0.1343,374
2011-07-02 13:00:00,1,0.82,0.7121,0.3,0.1045,404
2011-07-02 14:00:00,1,0.84,0.7121,0.2,0.0,392
2011-07-02 15:00:00,1,0.86,0.7273,0.19,0.1642,331
2011-07-02 16:00:00,1,0.88,0.7424,0.22,0.2239,398
2011-07-02 17:00:00,1,0.84,0.7273,0.3,0.2239,349
2011-07-02 18:00:00,1,0.82,0.7121,0.3,0.2836,383
2011-07-02 19:00:00,1,0.8,0.6970000000000001,0.33,0.2239,305
2011-07-02 20:00:00,1,0.76,0.6818,0.45,0.2836,284
2011-07-02 21:00:00,1,0.74,0.6667,0.48,0.19399999999999998,232
2011-07-02 22:00:00,1,0.72,0.6667,0.51,0.1642,201
2011-07-02 23:00:00,1,0.72,0.6667,0.54,0.2836,154
2011-07-03 00:00:00,1,0.7,0.6515,0.58,0.2239,144
2011-07-03 01:00:00,2,0.7,0.6515,0.61,0.1642,78
2011-07-03 02:00:00,1,0.7,0.6515,0.58,0.19399999999999998,69
2011-07-03 03:00:00,3,0.68,0.6364,0.65,0.0896,33
2011-07-03 04:00:00,3,0.68,0.6364,0.65,0.0896,5
2011-07-03 05:00:00,3,0.62,0.5758,0.83,0.19399999999999998,1
2011-07-03 06:00:00,2,0.62,0.5455,0.94,0.0896,3
2011-07-03 07:00:00,2,0.64,0.5758,0.89,0.19399999999999998,25
2011-07-03 08:00:00,1,0.68,0.6364,0.79,0.2239,92
2011-07-03 09:00:00,1,0.7,0.6667,0.74,0.2537,181
2011-07-03 10:00:00,1,0.74,0.6970000000000001,0.66,0.1642,264
2011-07-03 11:00:00,1,0.76,0.7121,0.62,0.1045,390
2011-07-03 12:00:00,1,0.8,0.7576,0.55,0.1045,404
2011-07-03 13:00:00,1,0.8,0.7727,0.59,0.2239,421
2011-07-03 14:00:00,1,0.82,0.7879,0.56,0.2537,375
2011-07-03 15:00:00,1,0.84,0.8029999999999999,0.53,0.2985,376
2011-07-03 16:00:00,1,0.84,0.8029999999999999,0.53,0.2985,414
2011-07-03 17:00:00,3,0.8,0.7424,0.49,0.8507,358
2011-07-03 18:00:00,3,0.8,0.7424,0.49,0.8507,181
2011-07-03 19:00:00,2,0.66,0.6061,0.83,0.19399999999999998,183
2011-07-03 20:00:00,3,0.66,0.6061,0.83,0.0,176
2011-07-03 21:00:00,2,0.66,0.6061,0.83,0.1642,167
2011-07-03 22:00:00,2,0.66,0.6061,0.78,0.1045,162
2011-07-03 23:00:00,1,0.64,0.5758,0.83,0.1642,147
2011-07-04 00:00:00,1,0.64,0.5758,0.83,0.1343,140
2011-07-04 01:00:00,1,0.64,0.5758,0.83,0.0896,119
2011-07-04 02:00:00,1,0.64,0.5758,0.83,0.0,63
2011-07-04 03:00:00,1,0.64,0.5909,0.78,0.0,26
2011-07-04 04:00:00,2,0.66,0.6061,0.78,0.0896,12
2011-07-04 05:00:00,2,0.64,0.5758,0.83,0.1343,4
2011-07-04 06:00:00,1,0.64,0.5758,0.89,0.1642,16
2011-07-04 07:00:00,1,0.66,0.6061,0.83,0.1343,36
2011-07-04 08:00:00,1,0.7,0.6667,0.74,0.1045,86
2011-07-04 09:00:00,2,0.72,0.6818,0.66,0.0896,238
2011-07-04 10:00:00,2,0.76,0.6970000000000001,0.55,0.0896,280
2011-07-04 11:00:00,2,0.76,0.6970000000000001,0.55,0.0896,349
2011-07-04 12:00:00,2,0.78,0.7121,0.52,0.0,447
2011-07-04 13:00:00,2,0.78,0.7121,0.49,0.0,423
2011-07-04 14:00:00,1,0.8,0.7273,0.46,0.0,408
2011-07-04 15:00:00,1,0.82,0.7424,0.43,0.0896,408
2011-07-04 16:00:00,1,0.82,0.7424,0.41,0.0,452
2011-07-04 17:00:00,1,0.8,0.7273,0.46,0.0,436
2011-07-04 18:00:00,1,0.8,0.7273,0.46,0.1343,418
2011-07-04 19:00:00,2,0.78,0.7121,0.49,0.1642,375
2011-07-04 20:00:00,2,0.76,0.6970000000000001,0.55,0.1045,386
2011-07-04 21:00:00,2,0.74,0.6818,0.62,0.1045,457
2011-07-04 22:00:00,2,0.74,0.6818,0.62,0.1343,326
2011-07-04 23:00:00,2,0.72,0.6818,0.7,0.1045,138
2011-07-05 00:00:00,2,0.7,0.6515,0.65,0.1642,55
2011-07-05 01:00:00,1,0.7,0.6515,0.65,0.1045,39
2011-07-05 02:00:00,1,0.66,0.6212,0.74,0.0896,13
2011-07-05 03:00:00,1,0.66,0.6212,0.74,0.2239,8
2011-07-05 04:00:00,1,0.66,0.6212,0.69,0.1642,5
2011-07-05 05:00:00,1,0.66,0.6212,0.69,0.0,20
2011-07-05 06:00:00,1,0.66,0.6212,0.74,0.0896,94
2011-07-05 07:00:00,1,0.7,0.6515,0.65,0.0896,270
2011-07-05 08:00:00,1,0.72,0.6818,0.62,0.1343,432
2011-07-05 09:00:00,1,0.74,0.6818,0.58,0.1343,227
2011-07-05 10:00:00,1,0.76,0.6970000000000001,0.52,0.1045,139
2011-07-05 11:00:00,1,0.78,0.6970000000000001,0.46,0.1045,172
2011-07-05 12:00:00,1,0.8,0.7273,0.43,0.1045,201
2011-07-05 13:00:00,1,0.82,0.7424,0.43,0.1045,203
2011-07-05 14:00:00,1,0.8,0.7424,0.49,0.1642,178
2011-07-05 15:00:00,1,0.82,0.7424,0.43,0.0,162
2011-07-05 16:00:00,1,0.82,0.7576,0.46,0.1045,281
2011-07-05 17:00:00,1,0.82,0.7576,0.46,0.1045,545
2011-07-05 18:00:00,1,0.8,0.7576,0.55,0.1642,496
2011-07-05 19:00:00,1,0.8,0.7727,0.59,0.1343,368
